time/s,cycle number,ox/red,Ewe/V,I/mA,Capacity/mA.h
6367.436869025609,0.0,0,3.0000494,-90.01413,35.68464623212265
22340.52418204787,1.0,0,2.999954,-90.010948,33.30542239157823
37829.03957163933,2.0,0,2.999954,-90.007118,31.87099662419724
53020.80464889677,3.0,0,3.0000494,-90.007118,31.04269169929038
68032.84233053483,4.0,0,2.9999731,-90.012863,30.51888814619444
82930.96775870316,5.0,0,3.0000875,-90.019241,30.13455274377356
97743.16580722736,6.0,0,3.0000684,-90.010307,29.82443155615191
112486.0426720669,7.0,0,3.0001256,-90.008392,29.67684556408608
127198.8523441106,8.0,0,3.0000303,-90.008392,29.52264861071568
141866.1471220711,9.0,0,3.0000112,-90.003296,29.38385638734727
156487.0899415852,10.0,0,3.0000112,-90.01413,29.19925713578968
171062.8965540365,11.0,0,2.9998968,-90.017326,28.99182764239123
185613.9985626215,12.0,0,3.0000494,-90.014778,28.87071572715762
200101.5039612581,13.0,0,2.9999921,-90.010307,28.75638632631388
214599.0161614617,14.0,0,2.9999158,-90.007118,28.67900472146099
229074.2151581729,15.0,0,2.9999731,-90.007118,28.59095900428603
243535.1555526546,16.0,0,3.0000112,-90.02179,28.44360845681762
257974.6371437756,17.0,0,3.0001066,-90.021156,28.35831969564903
272405.4553724118,18.0,0,3.0000875,-90.010948,28.30629961193508
286828.4693927982,19.0,0,3.0000494,-90.009674,28.27411073688934
301245.1364178956,20.0,0,3.0000875,-90.005844,28.22317532488337
315650.2724515665,21.0,0,3.0000112,-90.013496,28.16673438090173
330050.0570892044,22.0,0,2.9999921,-90.016052,28.06782214036433
344437.505336083,23.0,0,3.0000494,-90.016052,27.93225495618018
358815.0997902988,24.0,0,3.0000303,-90.012222,27.87634550619424
373185.5304498419,25.0,0,2.9999349,-90.011581,27.76398434954665
387536.1567241392,26.0,0,3.0000875,-90.003929,27.66575587174307
401874.780407375,27.0,0,3.0000875,-89.998825,27.56050745527225
416200.9028999291,28.0,0,3.0000494,-90.016052,27.4534731372986
430517.5931995299,29.0,0,2.9999921,-90.011581,27.32848483036377
444818.5677108294,30.0,0,3.0000875,-90.011581,27.28069346052297
459114.9016255774,31.0,0,3.0000303,-90.002014,27.24862818611696
473398.1805500542,32.0,0,2.9999731,-90.004562,27.18967213893381
487678.083077047,33.0,0,3.0000684,-89.995636,27.15691978710435
501953.8812071104,34.0,0,3.0000494,-90.013496,27.08315223969056
516222.4385425542,35.0,0,2.9999731,-90.012222,26.99592645421725
530476.7414843999,36.0,0,3.0000684,-90.009674,26.9437089650103
544727.689765461,37.0,0,3.0001066,-90.000099,26.97274477760144
558985.7516378454,38.0,0,2.999954,-90.001381,26.95193995168136
573239.4297155519,39.0,0,2.9999921,-90.003296,26.91918144975369
587481.8616069965,40.0,0,3.0000494,-90.010948,26.80631264306686
601723.6676992178,41.0,0,3.0000684,-90.01413,26.75521665298844
615961.6725960746,42.0,0,3.0000112,-90.000732,26.71029521651118
630193.7015002817,43.0,0,2.9998777,-90.001381,26.72520657198337
644425.4252048433,44.0,0,2.9999921,-89.995636,26.71724699838049
658662.2253031693,45.0,0,3.0000303,-90.003929,26.73493089090647
672892.3378096595,46.0,0,2.9998777,-90.013496,26.67839821815492
687118.2107213885,47.0,0,3.0000112,-90.009674,26.59453727866744
701340.31923771,48.0,0,3.0000684,-90.005203,26.52314275743606
715558.8871583566,49.0,0,3.0000303,-90.005844,26.50828388567609
729775.6992811821,50.0,0,2.9999921,-90.007759,26.51335280502996
743992.6390038617,51.0,0,3.0000684,-89.998192,26.50915723278848
758218.9553150497,52.0,0,2.9998777,-90.009033,26.50367892500255
772438.7052342631,53.0,0,2.9999921,-90.014778,26.38246709164768
786654.9223577902,54.0,0,2.9999921,-90.009674,26.35728247426605
800868.355484724,55.0,0,2.999954,-90.002647,26.34661374303268
815084.691608096,56.0,0,3.0001447,-90.007759,26.35446660478463
829302.4843296781,57.0,0,2.9998777,-89.999458,26.33569457001325
843514.8594578691,58.0,0,2.9999349,-90.015411,26.29339869397145
857720.3899944425,59.0,0,2.999954,-90.014778,26.21689947077346
871927.4555291645,60.0,0,3.0000684,-90.012222,26.22131872176703
886128.8542707525,61.0,0,2.999954,-90.003296,26.24597998782554
900335.9092054367,62.0,0,3.0000494,-90.005844,26.23298181251781
914548.808532996,63.0,0,3.0000112,-89.994987,26.23897340798741
928757.0842662118,64.0,0,3.0000875,-90.008392,26.24660362025406
942962.0864034592,65.0,0,3.0000684,-90.006477,26.13578107657579
957166.1155418904,66.0,0,3.0000112,-90.008392,25.95480583617192
971357.722695481,67.0,0,3.0000112,-89.995636,25.95823850877255
985547.2248516196,68.0,0,2.9999921,-89.994354,25.94604357872007
999737.1118072756,69.0,0,2.9999921,-89.986069,25.91796023957738
1013928.000761745,70.0,0,3.0001066,-89.994354,25.9392183788736
1028122.636511669,71.0,0,3.0000303,-90.009033,25.89048143883981
1042316.988061875,72.0,0,3.0000303,-89.998825,25.84548846261044
1056510.733382571,73.0,0,3.0000684,-89.994987,25.80444319769711
1070702.217851754,74.0,0,2.9999731,-89.995636,25.78966814662001
1084892.481522731,75.0,0,2.9999731,-89.990532,25.77568460828527
1099079.315598633,76.0,0,2.999954,-89.996269,25.75851658822294
1113265.363475569,77.0,0,3.0000684,-90.010948,25.67902331874848
1127454.658547878,78.0,0,3.0001066,-90.009674,25.63599459507877
1141641.048624311,79.0,0,2.9999349,-89.999458,25.59113222364294
1155825.228703938,80.0,0,3.0000303,-89.991165,25.57370939593761
1170005.341189411,81.0,0,3.0000875,-89.98925,25.54657865989099
1184180.904481407,82.0,0,2.9999921,-89.990532,25.57296676116097
1198361.921765536,83.0,0,3.0000494,-90.010948,25.48537763413657
1212541.475651748,84.0,0,3.0001256,-90.007759,25.4943392197609
1226930.241074827,85.0,0,3.0000112,-89.995636,25.50525177890522
1241135.175924826,86.0,0,3.0001256,-89.992447,25.44546090086574
1255330.580388438,87.0,0,3.0000303,-89.987976,25.41486121884626
1269526.207251765,88.0,0,2.9999921,-90.000732,25.43914289141296
1283714.588525429,89.0,0,3.0000684,-90.006477,25.31650601966899
1298117.343528505,90.0,0,3.0001256,-90.013496,25.02994430721497
1312528.862519123,91.0,0,2.9999158,-89.995636,24.764488272864
1326934.072718721,92.0,0,3.0000684,-89.992447,24.51471674164332
1341338.024720147,93.0,0,2.9999921,-90.000732,24.28966001733821
1355943.288869992,94.0,0,2.9999921,-90.003929,23.80110846388287
1370395.553202465,95.0,0,3.0001256,-90.008392,23.30657807959538
1385009.53154023,96.0,0,3.0000875,-90.012863,22.58688450575811
1399609.689490344,97.0,0,2.999954,-90.007118,21.76664852891287
1414193.466864146,98.0,0,3.0000303,-90.005203,20.93441189467916
1428666.996195456,99.0,0,3.0000684,-90.003929,20.21587329256905
1443025.800090708,100.0,0,3.0000303,-90.005203,19.61595892328557
1457077.239788856,101.0,0,3.0000684,-90.011581,19.20750583938216
1471028.665430084,102.0,0,3.0000684,-90.023071,18.88777840366957
1484920.394956708,103.0,0,2.999954,-90.005844,18.66715237338259
1498765.188950431,104.0,0,2.9999158,-90.003296,18.50470870939128
1512618.056740135,105.0,0,3.0001256,-90.002647,18.37817304899556
1526400.313223314,106.0,0,3.0000684,-90.003296,18.24251966392391
1540115.321402676,107.0,0,3.0001256,-90.01413,18.11573574456151
1553817.609200235,108.0,0,3.0000112,-90.016052,17.99985398619122
1567487.188244607,109.0,0,2.999954,-90.011581,17.87714063811832
1581123.42977272,110.0,0,3.0000112,-90.013496,17.76196504282636
1594735.844698824,111.0,0,3.0000303,-90.010307,17.67941950746917
1608326.037292808,112.0,0,2.9999731,-90.012222,17.57425145526929
1621894.287318204,113.0,0,2.9999921,-90.005203,17.49470630395297
1635426.869594584,114.0,0,3.0000112,-90.010307,17.3761068138733
1648944.281656586,115.0,0,2.999954,-90.019241,17.29102652511469
1662438.860987373,116.0,0,2.9999921,-90.002014,17.21003357067829
1675917.12754149,117.0,0,3.0000303,-89.998825,17.11754045770222
1689372.863727793,118.0,0,3.0000303,-90.001381,17.0519645776935
1702803.740949679,119.0,0,2.9999921,-90.002014,16.97045148039499
1716224.30898637,120.0,0,3.0000112,-90.014778,16.91035487145657
1729629.711444732,121.0,0,2.9999349,-90.012222,16.82387338093947
1743012.843134914,122.0,0,3.0001256,-90.004562,16.73068555854458
1756353.401486024,123.0,0,3.0000684,-90.005203,16.68702898858941
1769701.812425926,124.0,0,2.9999921,-89.999458,16.61403770775986
1783046.22337148,125.0,0,2.9999921,-89.997551,16.55986766934966
1796372.932342451,126.0,0,3.0001447,-90.012222,16.49302264051184
1809656.947174422,127.0,0,2.9999921,-90.009033,16.41522055819194
1822918.271838862,128.0,0,3.0001066,-90.01413,16.32042172519555
1836164.147125427,129.0,0,3.0000684,-90.009033,16.23676484628084
1849417.641801074,130.0,0,3.0000494,-90.003929,16.21011012370216
1862641.593318932,131.0,0,2.9999921,-90.009674,16.15131571363451
1875851.885656405,132.0,0,3.0000494,-90.009033,16.12199184048504
1889048.692013159,133.0,0,3.0000494,-90.012863,16.04958662446635
1902260.69654813,134.0,0,3.0000303,-90.010307,15.93606458556918
1915430.638943307,135.0,0,3.0001447,-90.002647,15.88932294578724
1928588.903555196,136.0,0,2.9999349,-89.998192,15.85057428042051
1941740.530576538,137.0,0,2.9999921,-89.998825,15.80835394381885
1954942.043534048,138.0,0,3.0000494,-90.000732,15.77894293886779
1968089.967160679,139.0,0,3.0000112,-90.012863,15.7745202146547
1981217.1154171,140.0,0,3.0000112,-90.013496,15.68201796833084
1994332.44489038,141.0,0,3.0000684,-90.013496,15.6075664427363
2007435.206581671,142.0,0,3.0001066,-89.999458,15.5407555736491
2020533.234479703,143.0,0,3.0001066,-90.000732,15.53617307621087
2033623.896588288,144.0,0,3.0000684,-90.000732,15.47934937862777
2046705.130710384,145.0,0,2.999954,-90.008392,15.45122377526176
2059781.107839987,146.0,0,3.0000303,-90.013496,15.416856242168
2072897.950518671,147.0,0,2.9999921,-90.010948,15.34751653882174
