time/s,cycle number,ox/red,Capacity/mA.h
7328.113657394511,0.0,0,42.30784503120093
24715.25075359124,1.0,0,41.87066315028633
42052.73636376089,2.0,0,41.52909262273708
59248.79304479688,3.0,0,41.33967173915445
76325.50386331603,4.0,0,41.18104075793207
93366.08978496771,5.0,0,41.02585875142288
110381.1521125904,6.0,0,40.89940206705901
127371.4834460469,7.0,0,40.79503046324747
144334.1476509091,8.0,0,40.74438223697366
161275.8084335038,9.0,0,40.68484543506076
178202.5130137543,10.0,0,40.60013050604044
195116.7919920636,11.0,0,40.50451682101851
211986.5717634098,12.0,0,40.43369242898435
228846.0005331368,13.0,0,40.40462735387207
245716.40610458,14.0,0,40.3464895745227
262556.8766991226,15.0,0,40.29879739974255
279386.4603268504,16.0,0,40.19770977147505
296209.2533596503,17.0,0,40.13180902980846
313004.727212809,18.0,0,40.10572991641905
329805.9972616318,19.0,0,40.08531007837143
346582.7991286721,20.0,0,40.03176939187374
363375.7794302575,21.0,0,39.89862755048577
380183.8297206387,22.0,0,39.83865562756048
396974.4102240242,23.0,0,39.85439362378179
413724.6815575855,24.0,0,39.85818649046795
430464.4376989739,25.0,0,39.81309773911111
447178.7974125538,26.0,0,39.75293317026775
463883.5541800112,27.0,0,39.68953803622063
480583.6639508209,28.0,0,39.6420609476293
497251.7829455724,29.0,0,39.62544164079702
513909.3359014802,30.0,0,39.55760706903124
530570.4039056748,31.0,0,39.50496119522899
547198.9883559197,32.0,0,39.50190116693749
563777.8895930462,33.0,0,39.4787905455912
580373.6932093487,34.0,0,39.45305615714312
596955.6752427183,35.0,0,39.43294922425966
613528.3515613042,36.0,0,39.37011616045938
630075.2426376096,37.0,0,39.35182256452345
646596.4147453122,38.0,0,39.31443475109406
663102.8486710079,39.0,0,39.33699935502042
679609.3825965854,40.0,0,39.29030687034101
696140.2818924189,41.0,0,39.23398081799186
712659.1952026817,42.0,0,39.16775711805349
729167.5901257806,43.0,0,39.10219211850563
745660.7047413252,44.0,0,39.09406670851092
762166.2325417027,45.0,0,39.05573179524571
778671.7643420994,46.0,0,39.03842267962743
795119.9807386994,47.0,0,39.01179336306639
811539.8783701444,48.0,0,38.98168244984818
827936.3184300316,49.0,0,38.94866838694252
844339.8058812907,50.0,0,38.9120294375597
860745.0873304121,51.0,0,38.86922901990851
877153.1751760393,52.0,0,38.79635080045489
893531.6611316539,53.0,0,38.79012214838448
909870.3218621464,54.0,0,38.74872981116958
926234.0803619474,55.0,0,38.74202980324975
942592.0007427196,56.0,0,38.71332808419083
958928.659475673,57.0,0,38.68022325071256
975261.9922124712,58.0,0,38.62681224514479
991570.5685797106,59.0,0,38.6068361532813
1007862.694367112,60.0,0,38.59750800515581
1024181.443721943,61.0,0,38.59919770647094
1040460.908324733,62.0,0,38.57839394146226
1056704.743993853,63.0,0,38.50415690010412
1072938.517541707,64.0,0,38.47114647055434
1089173.853287268,65.0,0,38.45297730387916
1105380.00367461,66.0,0,38.45159134534746
1121591.814453777,67.0,0,38.38531228504768
1137802.56083446,68.0,0,38.31816619875245
1154029.390392181,69.0,0,38.28075795044116
1170234.882980414,70.0,0,38.25924273518036
1186410.748010945,71.0,0,38.26880218638657
1202598.109025076,72.0,0,38.24531521449669
1218758.242878193,73.0,0,38.19530147411901
1234897.06256178,74.0,0,38.14820805460825
1251021.930265307,75.0,0,38.1087898539097
1267129.666393336,76.0,0,38.12155957404499
1283238.840719294,77.0,0,38.1052831272502
1299319.630485846,78.0,0,38.08158246347046
1315389.931467354,79.0,0,38.02778769840405
1331448.929065034,80.0,0,37.97577639077878
1347498.638876114,81.0,0,37.98397343855031
1363542.016896322,82.0,0,38.01349929030606
1379569.641739056,83.0,0,37.96254199561314
1395576.998010774,84.0,0,37.8973626076622
1411568.291505344,85.0,0,37.8399794379315
1427555.865205284,86.0,0,37.81191958976192
1443522.617735074,87.0,0,37.83274882191975
1459482.504674647,88.0,0,37.81727188407058
1475429.856232181,89.0,0,37.78262711837681
1491352.631824804,90.0,0,37.68751784656064
1507275.352017444,91.0,0,37.65624215326893
1523179.424036775,92.0,0,37.65066011976799
1539099.384233326,93.0,0,37.60624527026322
1555004.686450865,94.0,0,37.58307793789121
1570899.408883605,95.0,0,37.48848641374421
1586789.876722365,96.0,0,37.44874111847053
1602665.446382411,97.0,0,37.40785611681235
1618529.775858615,98.0,0,37.43556644379604
1634386.334345888,99.0,0,37.41055370325132
1650244.410830926,100.0,0,37.35065505226557
1666095.182926409,101.0,0,37.28806416693916
1681931.47504257,102.0,0,37.23084004201677
1697752.256780927,103.0,0,37.2016100539055
1713572.304120261,104.0,0,37.18746031544829
1729375.056684416,105.0,0,37.14302917168428
1745160.199473727,106.0,0,37.09173688926013
