time/s,cycle number,ox/red,Capacity/mA.h
6460.034467904508,0.0,0,37.2108309725774
22510.05038326955,1.0,0,36.27649850941464
38316.5577784084,2.0,0,35.50829943284563
53940.35025857214,3.0,0,34.88361578481848
69432.24120920023,4.0,0,34.38402750885735
84817.35493143671,5.0,0,34.05901097849488
100111.9596750156,6.0,0,33.65405508343294
115330.5248346888,7.0,0,33.45664592242688
130504.1768049554,8.0,0,33.26008890968071
145640.0395039096,9.0,0,33.32568072968201
160776.9870030358,10.0,0,33.26056430189428
175878.7502966579,11.0,0,33.12156491629028
190940.6505842768,12.0,0,32.8075834713368
205964.2386659016,13.0,0,32.68987691575881
220949.1743416628,14.0,0,32.5988336667222
235942.3038185202,15.0,0,32.74854635851202
250934.1614951817,16.0,0,32.66772292428123
265903.857778782,17.0,0,32.46556489218695
280826.336035999,18.0,0,32.27708291046739
295719.7673148625,19.0,0,32.18729483595617
310591.2274082135,20.0,0,32.21024502388772
325476.0804934669,21.0,0,32.26934106442092
340362.7035773955,22.0,0,32.2382917045085
355224.1538800839,23.0,0,31.97039387592019
370048.839206791,24.0,0,31.92924616364792
384870.55113451,25.0,0,31.86358379900871
399676.9212736711,26.0,0,32.04487921814223
414503.8149987424,27.0,0,31.99113765113488
429322.5281313891,28.0,0,31.95421955263862
444119.4420787874,29.0,0,31.66753182935969
458866.0748601686,30.0,0,31.60337135445789
473605.2278471421,31.0,0,31.57315437944958
488349.1838297043,32.0,0,31.57947703229735
503067.2096307389,33.0,0,31.47552191242597
517780.3730353978,34.0,0,31.43626839550061
532474.670992963,35.0,0,31.33143965843115
547147.8615582474,36.0,0,31.28588613723413
561816.9401285467,37.0,0,31.25797488146845
576483.7655015029,38.0,0,31.24714509634099
591136.914291177,39.0,0,31.2404735538949
605789.3458816931,40.0,0,31.17305360719895
620431.7508844452,41.0,0,31.14077984168959
635055.64930984,42.0,0,31.06018427864669
649681.5975327417,43.0,0,31.08086020148169
664328.6163299792,44.0,0,31.33579587926866
678985.3695153501,45.0,0,31.26064729223292
693633.0303116925,46.0,0,31.26022742490641
708235.2383635826,47.0,0,30.92619938022659
722805.0770550221,48.0,0,30.84471085930386
737360.3605642468,49.0,0,30.80649801930575
751950.8356304877,50.0,0,31.06062043453514
766546.2664906718,51.0,0,31.00495702918669
781124.6697716601,52.0,0,30.95471100771035
795673.0482893027,53.0,0,30.71987672344245
810199.5552336774,54.0,0,30.60542601386982
824715.9845903367,55.0,0,30.55493431645714
839248.2059277222,56.0,0,30.82024996933957
853800.3438407928,57.0,0,30.70761017195592
868325.2109871805,58.0,0,30.69863088512716
882817.153573826,59.0,0,30.400956194934
897281.2475944571,60.0,0,30.36144683247463
911731.5250319728,61.0,0,30.31845889825905
926209.932635154,62.0,0,30.55810022977188
940694.7506304656,63.0,0,30.50467814474021
955171.2712359315,64.0,0,30.47638558824752
969608.0366899706,65.0,0,30.13900078815501
984007.9769889304,66.0,0,30.0779753615562
998398.1100998968,67.0,0,30.04046327413138
1012805.496189846,68.0,0,30.22727837954921
1027208.86828466,69.0,0,30.19987917671122
1041629.175958809,70.0,0,30.21615806579972
1056023.359896861,71.0,0,29.95909737602955
1070381.284128007,72.0,0,29.88578439347456
1084758.213531807,73.0,0,29.92007461958227
1099101.008384533,74.0,0,29.80474803498928
1113428.216659505,75.0,0,29.78156973779259
1127743.268751942,76.0,0,29.71578246423557
1142044.46466421,77.0,0,29.636666874741
1156330.308398418,78.0,0,29.59578536276505
1170620.665326186,79.0,0,29.55892238215174
1184892.979679726,80.0,0,29.58812442931707
1199162.081837803,81.0,0,29.57313748166528
1213435.487389725,82.0,0,29.59452438346522
1227698.085757151,83.0,0,29.39243088851976
1241926.716973264,84.0,0,29.36163946614288
1256158.639184657,85.0,0,29.39707065159309
1270420.464953225,86.0,0,29.51934559629989
1284702.245693275,87.0,0,29.5145689667333
1298958.106470358,88.0,0,29.52368952685628
1313171.940707617,89.0,0,29.18570013445963
1327353.926590383,90.0,0,29.14278481985768
1341523.444690976,91.0,0,29.1427026756736
1355735.937330149,92.0,0,29.41297980159209
1369978.432126343,93.0,0,29.51520588578286
1384239.042296667,94.0,0,29.32738570971426
1398428.114969231,95.0,0,29.11450756926857
1412603.454861552,96.0,0,29.07472505562126
1426765.69717259,97.0,0,29.03977887562179
1440957.149241794,98.0,0,29.38839966272482
1455174.332074221,99.0,0,29.28475522977321
1469381.40592115,100.0,0,29.21793091505262
1483506.152685717,101.0,0,29.01554180450823
1497667.392398123,102.0,0,28.99601845460169
1511823.487517916,103.0,0,28.91826524951723
1525949.123281212,104.0,0,29.02633118563546
1540085.879828655,105.0,0,29.04869841198901
1554188.157625411,106.0,0,28.99350245156267
1568328.195968218,107.0,0,28.6843974537222
1582422.548376419,108.0,0,28.61641887577314
1596480.086637221,109.0,0,28.53944099574027
1610555.025473159,110.0,0,28.91622680096602
1624676.792642016,111.0,0,28.77837604545167
1638755.235472899,112.0,0,28.75939730705853
1652858.613468111,113.0,0,28.60893669515316
1666954.737873692,114.0,0,28.42169947649599
1681002.283748809,115.0,0,28.33683582841958
1695039.517838601,116.0,0,28.29700638200379
1709065.76614416,117.0,0,28.28391928477052
1723100.795637161,118.0,0,28.23220141816456
1737139.919124294,119.0,0,28.29959349837536
1751172.242621196,120.0,0,28.11954195581307
1765193.269134268,121.0,0,28.18831241219117
1779214.817446597,122.0,0,28.02385184532841
1793226.012773693,123.0,0,28.01476982387081
1807223.987919696,124.0,0,28.03848517717151
1821229.559054878,125.0,0,27.93562439327622
1835238.928384613,126.0,0,27.94926431046972
1849239.368327118,127.0,0,27.94677990825142
1863258.902842324,128.0,0,28.12963292974007
1877277.954558145,129.0,0,28.20452883775621
1891295.329876445,130.0,0,28.19522882291409
1905318.057587072,131.0,0,28.22224759811992
1919349.328885455,132.0,0,27.89438062009006
1933345.329434298,133.0,0,27.85048423381004
1947347.761173993,134.0,0,27.77057135476517
1961347.338917732,135.0,0,28.15231470375273
1975370.467027824,136.0,0,28.08959203300099
1989374.731964886,137.0,0,28.05009767235313
2003384.684493806,138.0,0,27.78466178480272
2017378.434245907,139.0,0,27.67057809919696
2031367.837204244,140.0,0,27.64154503215491
2045350.598172016,141.0,0,27.9722580416188
2059338.606932305,142.0,0,28.04920439648905
2073333.834282286,143.0,0,27.85635354363254
2087323.747439876,144.0,0,27.63243216200719
2101291.524578914,145.0,0,27.42306252968976
2115249.907039762,146.0,0,27.44066646154448
2129205.368478663,147.0,0,27.60449850284829
2143166.963565726,148.0,0,27.67110951900485
2157117.350165479,149.0,0,27.54287047994361
2171056.977084495,150.0,0,27.13516539826414
2184963.275345653,151.0,0,27.09878786272557
2198876.063857578,152.0,0,27.02657182190368
2212793.725606103,153.0,0,27.2691163783099
2226724.027452193,154.0,0,27.52997684079831
2240667.122595899,155.0,0,27.33276067108241
2254581.043716416,156.0,0,26.95369891297149
2268493.364425369,157.0,0,27.26613578542958
2282428.110505126,158.0,0,26.89124129143987
2296316.786830332,159.0,0,26.85744481208678
2310226.86112038,160.0,0,27.38782729213123
2324145.254275112,161.0,0,27.38479855686142
2338066.901255935,162.0,0,26.93488756284329
2351953.802168258,163.0,0,26.75692135474013
2365834.823835738,164.0,0,26.72319119976761
2379712.451277595,165.0,0,26.65502949189036
2393584.740276948,166.0,0,26.6836403958876
2407454.608057953,167.0,0,26.63756436121662
2421316.610177986,168.0,0,26.57121316772971
2435190.246788657,169.0,0,26.4327198458129
2449035.746182637,170.0,0,26.25967547635738
2462865.551454,171.0,0,26.08447539654543
2476676.708984986,172.0,0,26.32024865250228
2490516.745935907,173.0,0,26.32852004081643
2504349.370230891,174.0,0,26.22535300642776
2518174.700069938,175.0,0,25.82686737536196
2531977.024330873,176.0,0,25.74944544623185
2545771.624533586,177.0,0,25.65620729160223
2559572.205782846,178.0,0,25.85603476698429
2573373.924040005,179.0,0,25.83796669468394
2587169.947854251,180.0,0,25.77716836976115
2600952.361961998,181.0,0,25.43643554910868
2614724.881794855,182.0,0,25.30941016915557
2628489.311764769,183.0,0,25.17930620987281
2642245.937276408,184.0,0,25.11671122849356
2655994.728127375,185.0,0,25.38899533084655
2669752.358044453,186.0,0,25.20886915431802
2683499.578683041,187.0,0,25.18296738557686
2697252.115162544,188.0,0,24.71486435394371
2710962.195315614,189.0,0,24.56511272951632
2724667.508432481,190.0,0,24.39872800833552
2738373.554753665,191.0,0,24.66453463728969
2752078.054263443,192.0,0,24.59218619443597
2765780.620358847,193.0,0,24.39159277002167
2779462.510894898,194.0,0,23.96306405127635
2793122.252060302,195.0,0,23.80932810923849
2806766.599107824,196.0,0,23.62583824726995
2820609.763894655,197.0,0,23.308001600577
2834445.141221985,198.0,0,22.94588243081793
2848242.41905427,199.0,0,22.53367100904592
2862000.252783515,200.0,0,21.69172994317628
2875674.250950912,201.0,0,21.09760483904563
2889259.072631873,202.0,0,20.52327395298216
2902720.883568287,203.0,0,20.03493546937435
2916042.946094129,204.0,0,19.68663391252642
2929277.687347889,205.0,0,19.35742171387776
2942452.989278916,206.0,0,18.91711335048335
2955499.604685329,207.0,0,18.56122039230049
2968463.292054329,208.0,0,18.22558691142948
2981348.272818524,209.0,0,17.9000016767968
2994158.110203795,210.0,0,17.60985011008156
3006941.72772444,211.0,0,17.37013461491099
3019631.700189322,212.0,0,17.1293220696178
3032289.846144833,213.0,0,16.82030570263461
3044855.618855007,214.0,0,16.56618941946367
3057364.735530328,215.0,0,16.32555421598561
3069810.34551505,216.0,0,16.13715643941878
3082249.925055936,217.0,0,16.18821669205942
3094684.188954726,218.0,0,16.15259863827684
3107088.45302207,219.0,0,15.9368262306989
3119424.154763252,220.0,0,15.45012341984728
3131666.192384522,221.0,0,15.23322724081039
3143864.442668848,222.0,0,15.01319377243762
3156012.918169841,223.0,0,14.80613382219228
3168132.943252515,224.0,0,14.90162790028383
3180255.388154536,225.0,0,14.75071971855334
3192353.520669609,226.0,0,14.61464831594256
3204411.356074981,227.0,0,14.30987769451097
3216381.592804886,228.0,0,14.00858378126824
3228300.902744353,229.0,0,13.83352899021869
3240186.342023186,230.0,0,13.65589235178375
3252046.796509467,231.0,0,13.75781653897858
3263925.201534364,232.0,0,13.64349158834287
3275758.632012948,233.0,0,13.47369104247326
3287559.807443097,234.0,0,13.29729724611364
3299292.825749375,235.0,0,12.90380110704804
3310956.818724327,236.0,0,12.7458694942292
3322582.207813628,237.0,0,12.60100033221013
3334178.03627599,238.0,0,12.52997938063049
3345778.670965254,239.0,0,12.52557402607772
3357365.433557466,240.0,0,12.44155797473316
3368922.431121543,241.0,0,12.26471491907287
3380440.788987845,242.0,0,11.91056540335677
3391893.540948682,243.0,0,11.78797730224948
3403314.714067768,244.0,0,11.64827771279781
3414701.716724981,245.0,0,11.52142908150142
3426074.394871384,246.0,0,11.60901892944504
3437461.168926239,247.0,0,11.52184718212424
3448830.836249791,248.0,0,11.4473719781935
3460174.16357094,249.0,0,11.30270814366784
3471444.750132717,250.0,0,10.91858635390684
3481455.384604201,251.0,0,10.67373208064229
3491444.966164947,252.0,0,10.44677783060073
3501443.248140689,253.0,0,10.23937437096954
3511389.685569972,254.0,0,10.03651552201377
3521303.554946944,255.0,0,9.976598261161827
3531239.355243288,256.0,0,9.802147884025157
3541106.850864731,257.0,0,9.615831868097516
3550941.339580901,258.0,0,9.384034823294334
3560716.428692728,259.0,0,9.206987673194464
3570483.024737757,260.0,0,9.050319065337284
3580221.558367889,261.0,0,8.881945510706576
3589948.663510188,262.0,0,8.711952528386004
3599654.618090205,263.0,0,8.566232084306934
3609356.237836778,264.0,0,8.455296099994227
3619044.558480348,265.0,0,8.319265180312277
3628692.11885149,266.0,0,8.11986687233777
3638324.055301629,267.0,0,7.915623033944022
3647936.933206439,268.0,0,7.741581440574651
3657531.417569146,269.0,0,7.560249045956506
3667117.368465401,270.0,0,7.37759524560589
3676676.426388055,271.0,0,7.282401848998173
3686228.76925778,272.0,0,7.176978121959681
3695769.530639134,273.0,0,7.062962617378662
3705273.681779698,274.0,0,6.862189511004122
3714749.242124893,275.0,0,6.669281936765461
3724196.35805168,276.0,0,6.362518159171645
3733618.691208396,277.0,0,6.171057413628054
3743322.66773735,278.0,0,5.973621125985035
3753041.95521104,279.0,0,5.727673447402961
3762679.730571583,280.0,0,5.444773123168943
3772303.27422858,281.0,0,5.272874802821264
3781905.740921542,282.0,0,4.991844574747708
3791421.293846697,283.0,0,4.659066083397338
3800905.246729201,284.0,0,4.333238935614687
3810270.215170328,285.0,0,3.876157905380248
3819770.088199355,286.0,0,3.470549390727998
3829243.996470644,287.0,0,3.015854885369619
3838651.429254591,288.0,0,2.555262046793196
3847918.735730983,289.0,0,2.138139820950826
3857391.109567173,290.0,0,1.76848618268119
3867021.76542335,291.0,0,1.496497436195374
3876563.035497852,292.0,0,1.174396662928263
3886002.916679218,293.0,0,0.9001016641756696
3895339.087628238,294.0,0,0.6475060931125222
3904571.506493412,295.0,0,0.4797092049708896
3913755.155285746,296.0,0,0.3650434291356403
3922957.305188607,297.0,0,0.2922104584227664
3932192.881276548,298.0,0,0.2460738556832208
3941393.700275838,299.0,0,0.2134571080385843
3950709.283086456,300.0,0,0.1937310578727723
3959995.282213368,301.0,0,0.1719720986679923
3969303.117529608,302.0,0,0.1547169927050273
3978593.249305895,303.0,0,0.1401216009322273
3987871.56504979,304.0,0,0.1258266858232286
3997139.959728956,305.0,0,0.1128927847633362
4006474.177518934,306.0,0,0.102183324066586
4015823.682811528,307.0,0,0.09192916448296438
4025129.402215555,308.0,0,0.08148511466174659
4034527.349706627,309.0,0,0.0764081089803907
4043839.070138641,310.0,0,0.06904382254409784
4053206.175169989,311.0,0,0.06695423139444985
4062990.045061581,312.0,0,0.07346770970323355
4072603.293632958,313.0,0,0.06737237280570134
4082064.246915358,314.0,0,0.06458244799041744
4091550.885857016,315.0,0,0.06490194719738426
4100870.928716868,316.0,0,0.06069301769680449
4110181.667769477,317.0,0,0.060472425514645
4119808.307384208,318.0,0,0.07521281398603652
4129341.752687109,319.0,0,0.06621414163377548
4138559.76574181,320.0,0,0.06012992979473535
4147664.17899923,321.0,0,0.05272954524654813
4156788.029056452,322.0,0,0.04765501776207817
4165802.812127024,323.0,0,0.04124022168053525
4174740.700341623,324.0,0,0.03592050449032253
4183473.976141952,325.0,0,0.03169587632242837
4191960.215145547,326.0,0,0.02774131883451673
4200233.945207123,327.0,0,0.02416657931094699
4229806.127295569,328.0,1,2.721403327936376
