time/s,cycle number,ox/red,Capacity/mA.h
7053.804660715614,0.0,0,41.45393912791273
23721.88796580804,1.0,0,40.93103710061133
40331.60077109595,2.0,0,40.72011558218685
56802.07625087933,3.0,0,40.41332131304166
73221.12952100136,4.0,0,40.26312791730167
89589.78960231278,5.0,0,40.1380978339246
105931.7076900203,6.0,0,40.0441441963679
122259.3775808632,7.0,0,39.96530066229202
138570.3957763347,8.0,0,39.90073367333095
154848.0542549407,9.0,0,39.8845546550734
171112.7981315274,10.0,0,39.78985599937777
187358.6402051565,11.0,0,39.70312741098869
203582.3012753092,12.0,0,39.64265464564983
219788.2651426983,13.0,0,39.58832912344493
235980.3760079141,14.0,0,39.56593815285918
252155.0988704101,15.0,0,39.51405999056669
268310.1865708944,16.0,0,39.45281405757319
284452.9311118983,17.0,0,39.3912473684282
300576.0758675337,18.0,0,39.33529070613187
316687.8812316079,19.0,0,39.31620232286499
332791.1418020651,20.0,0,39.27735287568999
348883.4567806646,21.0,0,39.24368599712158
364957.6959727444,22.0,0,39.17160173763573
381027.0647684338,23.0,0,39.12574232296835
397085.4727722784,24.0,0,39.10565451305049
413137.4765809067,25.0,0,39.06726155258132
429176.8759989105,26.0,0,39.03209692733638
445207.010623822,27.0,0,38.98991041911906
461228.6440550666,28.0,0,38.94149239525142
477235.3572974429,29.0,0,38.90393327572424
493234.5311449801,30.0,0,38.85555871007455
509219.6476034299,31.0,0,38.81108234317769
525197.5516335554,32.0,0,38.7605536720089
541162.8130222864,33.0,0,38.72086211212534
557117.6280237371,34.0,0,38.67563915606474
573064.4608357176,35.0,0,38.63611177103515
589001.3700597729,36.0,0,38.61572184354058
604930.41589275,37.0,0,38.56914153069695
620850.1753370464,38.0,0,38.51876769184453
636758.2335956283,39.0,0,38.48107357783049
652656.9850655906,40.0,0,38.46818346078832
668555.312536821,41.0,0,38.42796239409805
684450.3186113569,42.0,0,38.40136465673956
700332.5905015133,43.0,0,38.33836110874085
716197.0924133398,44.0,0,38.28755161265862
732051.4547375441,45.0,0,38.24842990847311
747892.4890780523,46.0,0,38.22314376662104
763727.3436261192,47.0,0,38.19296215386496
779556.2761814333,48.0,0,38.15766708246839
795372.2887524888,49.0,0,38.09430196804139
811178.1591359079,50.0,0,38.0501530292918
826975.5813296773,51.0,0,38.01658168878689
842765.3161328638,52.0,0,37.98900392513617
858548.7689437531,53.0,0,37.9549414108848
874322.620766324,54.0,0,37.88632060843103
890085.0622028926,55.0,0,37.83950054937962
905833.011256568,56.0,0,37.79578602692125
921576.7547153756,57.0,0,37.78817547362991
937313.7815824077,58.0,0,37.75228902714027
953045.685655706,59.0,0,37.71344511889527
968766.6971422696,60.0,0,37.64843145827953
984475.2548440588,61.0,0,37.60390870568974
1000176.114955232,62.0,0,37.57921590262855
1015867.514877971,63.0,0,37.55364766588931
1031550.80161066,64.0,0,37.51641295328735
1047228.495350167,65.0,0,37.46462073107908
1062895.822513737,66.0,0,37.416831296413
