time/s,cycle number,ox/red,Capacity/mA.h
6620.638665960039,0.0,0,37.20271307236226
22770.55317943924,1.0,0,36.22303298575675
38675.1831784005,2.0,0,35.58930074895991
54431.28645837202,3.0,0,35.10808143432482
70087.5264530445,4.0,0,34.767280221266
85667.36393173947,5.0,0,34.51914390415908
101190.9972212419,6.0,0,34.31968901831604
116669.7185213078,7.0,0,34.17658494359931
132114.7066391157,8.0,0,34.04663311095897
147562.3273865537,9.0,0,34.1875305046328
162987.6607305091,10.0,0,34.07004892551811
178398.934472264,11.0,0,33.97043682203633
193774.7728087739,12.0,0,33.77003898176319
209131.1067422272,13.0,0,33.70502981089783
224466.6972724381,14.0,0,33.71013577575091
239798.4952020538,15.0,0,33.74974794052379
255122.3155304189,16.0,0,33.67808405359693
270405.0791533832,17.0,0,33.54328285512801
285670.6215642414,18.0,0,33.57989324102066
300935.3571757004,19.0,0,33.41691785253865
316172.7632075213,20.0,0,33.54878697370695
331425.1130282078,21.0,0,33.48888424809694
346665.5830577444,22.0,0,33.46613782063033
361883.6113040168,23.0,0,33.3055839253036
377089.4929593205,24.0,0,33.28812477345996
392297.9824088868,25.0,0,33.26649677962369
407515.0192559008,26.0,0,33.38786122701813
422725.2599079777,27.0,0,33.38368336771948
437924.2841684155,28.0,0,33.28306434129424
453101.5806412138,29.0,0,33.09499665320671
468254.3587322794,30.0,0,33.05934481065878
483396.0578315966,31.0,0,33.00589383624229
498526.8385360115,32.0,0,32.9772992629416
513650.807048535,33.0,0,32.93551049820543
528761.4296348579,34.0,0,32.89801374425885
543860.4586976282,35.0,0,32.86386624832409
558952.3405691348,36.0,0,32.81978651196843
574037.7044485658,37.0,0,32.77468513363694
589117.9295342676,38.0,0,32.79736147863905
604191.1218285812,39.0,0,32.7567171520958
619255.5117299072,40.0,0,32.69147203121864
634310.6516425163,41.0,0,32.68126906030405
649364.7081564739,42.0,0,32.66244596745636
664427.9040629826,43.0,0,32.82704886584605
679502.4441518495,44.0,0,32.82063607847807
694571.936650729,45.0,0,32.79372694275237
709606.5823854208,46.0,0,32.57228423888191
724624.7455402357,47.0,0,32.50680086351863
739630.372310362,48.0,0,32.48594688021512
754650.2842660062,49.0,0,32.62446184142216
769668.1778240986,50.0,0,32.59866528420086
784676.677190695,51.0,0,32.49096938272863
799656.8305877112,52.0,0,32.36156568089293
814630.0797931589,53.0,0,32.37904717529384
829609.225791391,54.0,0,32.41866831276366
844592.0719869733,55.0,0,32.45002926487437
859572.4209856018,56.0,0,32.40338637886427
874535.5474033989,57.0,0,32.22724290634704
889476.871045215,58.0,0,32.1919600279732
904409.3062969452,59.0,0,32.1443822305929
919341.5191489832,60.0,0,32.30144624269487
934297.0343761184,61.0,0,32.26452231201046
949239.9464171454,62.0,0,32.24551267472249
964179.0832627936,63.0,0,32.05441742521072
979088.0441414156,64.0,0,32.0099561231664
993989.8668281026,65.0,0,32.00483749890768
1008892.369914605,66.0,0,32.09425650820502
1023799.966797598,67.0,0,32.08527439586003
1038700.720887326,68.0,0,32.07209060737735
1053577.238360688,69.0,0,31.86251295421428
1068436.055075314,70.0,0,31.83152439099037
1083291.170395199,71.0,0,31.79246290022874
1098142.027121149,72.0,0,31.81887438623725
1112991.837848522,73.0,0,31.75774631610063
1127823.55840189,74.0,0,31.71533783039643
1142651.478160638,75.0,0,31.67409284914525
1157474.166126855,76.0,0,31.636868233334
1172286.127108462,77.0,0,31.60066823399992
1187092.443898138,78.0,0,31.61795839137394
1201905.484878212,79.0,0,31.59750266391077
1216704.990477614,80.0,0,31.51869405305143
1231494.424691454,81.0,0,31.49502326329974
1246277.414714504,82.0,0,31.43062269581348
1261074.662517063,83.0,0,31.58672448603181
1275873.844316941,84.0,0,31.55741179593024
1290668.802122783,85.0,0,31.5270772007921
1305444.148956798,86.0,0,31.33171625396221
1320197.267822552,87.0,0,31.27286599478069
1334935.856709164,88.0,0,31.28581215526498
1349685.209180295,89.0,0,31.39976645365355
1364440.507842917,90.0,0,31.36124913485381
1379192.824509852,91.0,0,31.28095766863633
1393923.350807924,92.0,0,31.09326368437829
1408617.216758475,93.0,0,31.00121573397787
1423295.268731661,94.0,0,31.00759647376509
1437979.196296375,95.0,0,31.1182195236244
1452679.300038032,96.0,0,31.14518953483919
1467382.078775834,97.0,0,31.1190464594697
1482072.077731863,98.0,0,30.86233274310724
1496728.605935823,99.0,0,30.82642149492903
1511369.722361885,100.0,0,30.71305325744758
1525984.943024982,101.0,0,30.80376514796829
1540621.976456776,102.0,0,30.85673232399154
1555243.180311259,103.0,0,30.78593836018667
1569854.865379408,104.0,0,30.50536061593967
1584426.809104338,105.0,0,30.47258451906036
1598994.918034848,106.0,0,30.34654505543989
1613553.104779389,107.0,0,30.50999430875816
1628134.733690485,108.0,0,30.49050816008248
1642693.868433684,109.0,0,30.39563201067305
1657225.704216022,110.0,0,30.19903753160565
1671746.965613544,111.0,0,30.21262960289639
1686258.194425382,112.0,0,30.10972405590481
1700757.267854612,113.0,0,30.0740470285674
1715236.375712366,114.0,0,29.95981610005737
1729693.131402057,115.0,0,29.83495524211074
1744148.583693627,116.0,0,29.85542577375369
1758587.569808766,117.0,0,29.7202432887463
1773012.582343902,118.0,0,29.60306626331841
1787415.152511179,119.0,0,29.59823120422579
1801805.558095708,120.0,0,29.49157476958675
1816182.036300324,121.0,0,29.43611792435327
1830547.042921301,122.0,0,29.26906648007581
1844865.244009172,123.0,0,29.15115968803236
1859168.869317902,124.0,0,29.08010780469557
1873472.905026019,125.0,0,29.22587649480059
1887786.265720841,126.0,0,29.21081983659194
1902079.138045046,127.0,0,29.13520401886494
1916296.404477317,128.0,0,28.89590342627968
1930535.315078616,129.0,0,28.75198312198091
1944762.475296877,130.0,0,28.74296106703735
1958954.179765806,131.0,0,28.78605504297217
1973187.895374626,132.0,0,28.82256262987519
1987398.464216474,133.0,0,28.6381253364504
2001577.228703894,134.0,0,28.4162423995751
2015740.456813477,135.0,0,28.24440180711366
2029895.94073423,136.0,0,28.2099645099288
2044043.89906574,137.0,0,28.31554263130739
2058206.894375708,138.0,0,28.41683416645301
2072354.943307046,139.0,0,28.2172602621134
2086489.90205716,140.0,0,27.89985864098951
2100602.455505792,141.0,0,27.69998499130378
2114708.571503095,142.0,0,27.82581704083672
2128828.852810137,143.0,0,27.89720637188042
2142937.244626178,144.0,0,27.91051548047762
2157037.834181584,145.0,0,27.84268086486986
2171136.739123899,146.0,0,27.46270752101726
2185207.997854862,147.0,0,27.43227475283047
2199289.14926064,148.0,0,27.35126821539435
2213374.331696309,149.0,0,27.55920127138988
2227462.009552818,150.0,0,27.61068518748303
2241551.558622606,151.0,0,27.59251441284266
2255603.032200538,152.0,0,27.09532685849924
2269654.760779742,153.0,0,27.22588997730215
2283720.377265856,154.0,0,27.10728983436709
2297767.615610369,155.0,0,26.99297850615567
2311824.063025914,156.0,0,27.52707394376926
2325882.472458858,157.0,0,27.17516661099793
2339917.773510654,158.0,0,26.84469212582561
2353946.347512685,159.0,0,26.86717896644888
2367978.022738386,160.0,0,26.79925056906384
2382006.632341757,161.0,0,26.74039916650472
2396029.870702691,162.0,0,26.75406696102184
2410050.669044957,163.0,0,26.68851186403614
2424065.49834212,164.0,0,26.56393219576817
2438067.430140063,165.0,0,26.46312618566007
2452058.18865066,166.0,0,26.22057535036637
2466054.110000931,167.0,0,26.44036425572967
2480027.180176079,168.0,0,26.16872867779962
2493997.807930861,169.0,0,26.2372498790385
2507967.066076286,170.0,0,26.05508555148399
2521929.537168626,171.0,0,25.72758021380276
2535875.657938123,172.0,0,25.63925607930375
2549814.947653417,173.0,0,25.54456671650906
2563749.803332791,174.0,0,25.71046974681814
2577689.868453942,175.0,0,25.6252776904335
2591622.553717978,176.0,0,25.54470802337227
2605549.150936499,177.0,0,25.2239648865289
2619457.070609801,178.0,0,25.13618802195781
2633363.69767556,179.0,0,25.01645756896891
2647274.09736637,180.0,0,25.14022988239799
2661183.857654594,181.0,0,25.14128817230646
2675090.050314736,182.0,0,25.01977191739607
2688980.300851632,183.0,0,24.68763636622115
2702859.120703347,184.0,0,24.58034607147848
2716734.257525208,185.0,0,24.43739088848328
2730614.387385786,186.0,0,24.47441796443944
2744487.739394173,187.0,0,24.60284718597749
2758360.043193635,188.0,0,24.44617935562564
2772215.284462851,189.0,0,24.13170565879992
2786067.748310336,190.0,0,24.00633882170063
2799914.852715276,191.0,0,23.87775886520302
2813755.600473158,192.0,0,23.75883655914815
2827584.095135711,193.0,0,23.85813853675506
2841426.117902778,194.0,0,23.94127379310017
2855270.609089412,195.0,0,23.7094209435586
2869110.191239391,196.0,0,23.36920865788649
2882926.736811254,197.0,0,23.16276981665337
2896730.061680537,198.0,0,22.97566076485146
2910738.234730449,199.0,0,22.63580666325588
2924543.887217134,200.0,0,22.62654449600556
2938536.144344091,201.0,0,22.24796851848855
2952522.108220436,202.0,0,21.89908360728029
2966503.933063015,203.0,0,21.52535677656426
2980468.920371473,204.0,0,21.17509916940563
2994377.038045932,205.0,0,20.90387068308257
3008239.171570644,206.0,0,20.72245555297472
3022047.931085765,207.0,0,20.50199729179002
3035806.200214416,208.0,0,20.23810550940107
3049508.463513169,209.0,0,20.01322056607057
3063161.202830698,210.0,0,19.81331369649931
3076771.774425376,211.0,0,19.87384448322974
3090414.17666465,212.0,0,19.81227358988485
3104019.142814726,213.0,0,19.58770741245779
3117563.228897858,214.0,0,19.15142972317422
3131015.63967891,215.0,0,18.90305070742499
3144429.047760665,216.0,0,18.72801723781161
3157804.342147954,217.0,0,18.53345787665942
3171182.438559689,218.0,0,18.64136433824327
3184541.957427666,219.0,0,18.53252695365309
3197879.223523404,220.0,0,18.38799841978968
3211161.937000796,221.0,0,17.95049196417575
3224377.63596274,222.0,0,17.80140141123494
3237552.218407515,223.0,0,17.62068581369231
3250707.600504346,224.0,0,17.6972283308864
3263874.121488296,225.0,0,17.56012058138655
3277001.171168625,226.0,0,17.3907836291737
3290087.362333201,227.0,0,17.00359005048073
3303076.288750369,228.0,0,16.80653015568288
3316039.519970592,229.0,0,16.64711750592802
3328976.795789175,230.0,0,16.52822515000069
3341911.51898855,231.0,0,16.6378017750155
3354842.692162842,232.0,0,16.52282197319708
3367751.676165119,233.0,0,16.34490208810086
3380617.252032839,234.0,0,15.95247950649811
3393412.49896103,235.0,0,15.87147956691234
3406182.148093134,236.0,0,15.73522907735909
3418920.512384269,237.0,0,15.64323476089266
3431689.687712319,238.0,0,15.78212832901257
3444456.736423772,239.0,0,15.72363292907589
3457211.363639481,240.0,0,15.60180849735134
3469901.234157972,241.0,0,15.16105195023386
3482312.230522797,242.0,0,15.24719980234486
3494927.226665795,243.0,0,15.05404700087271
3507532.163530782,244.0,0,14.94302490155578
3520126.092710562,245.0,0,14.94140431078974
3532727.018145323,246.0,0,14.85492866997358
3545294.626924023,247.0,0,14.68342508890236
3557586.842974268,248.0,0,14.58581369846852
3569826.1828188,249.0,0,14.50833149983512
3582049.856542103,250.0,0,14.46380246422108
3594255.834729768,251.0,0,14.39704061212584
3606453.322251029,252.0,0,14.36435894270409
3618658.574231766,253.0,0,14.34901952806598
3630839.485827468,254.0,0,14.22437252176496
3643000.472470228,255.0,0,14.16182463801703
3655377.477982137,256.0,0,13.90073984097077
3667722.926851779,257.0,0,13.78056616144688
3679822.426231906,258.0,0,13.97495947893354
3691952.953849666,259.0,0,14.02984605353291
3704086.621492364,260.0,0,13.984944680478
3716443.607260309,261.0,0,13.77551548872206
3728505.412150145,262.0,0,13.56406350177002
3740532.866574429,263.0,0,13.54909273213282
3752786.315546401,264.0,0,13.35803569592497
3764804.71569125,265.0,0,13.38584054028745
3776833.018721584,266.0,0,13.58272162702264
3788863.137767896,267.0,0,13.50360090187201
3800880.417715788,268.0,0,13.45684291790304
3812871.035256948,269.0,0,13.17926235836495
3824806.640574932,270.0,0,13.10856944586562
3836730.411802292,271.0,0,13.06088505159673
3848646.272169411,272.0,0,13.00004801138602
3860576.144244477,273.0,0,13.23248023365529
3872544.982619114,274.0,0,13.11401122363918
3884478.30531881,275.0,0,13.07769526169375
3896390.913260043,276.0,0,12.7634043028272
3908253.029614236,277.0,0,12.75201669127907
3920110.10092812,278.0,0,12.65186365093569
3931937.122212492,279.0,0,12.52934360265435
3943763.066287197,280.0,0,12.61613454769306
3955608.281309672,281.0,0,12.63796129325867
3967432.151168585,282.0,0,12.40422707085884
3979230.028429035,283.0,0,12.41995042766954
3991014.588385411,284.0,0,12.31321802790748
4002768.804509051,285.0,0,12.22247709068764
4014506.647306785,286.0,0,12.13962282377157
4026247.211526345,287.0,0,12.11661942384465
4038014.073946826,288.0,0,12.31690687503857
4049769.853763767,289.0,0,12.16029761343299
4061503.996932792,290.0,0,12.0551629651006
4073218.61455173,291.0,0,11.91718482420433
4084914.778910868,292.0,0,11.82066696082307
4096587.975094065,293.0,0,11.77186068772169
4107128.495493576,294.0,0,11.52559536489064
4117682.124593951,295.0,0,11.43513878634261
4128253.849233784,296.0,0,11.42006733757275
4138815.893198833,297.0,0,11.29284399260839
