time/s,cycle number,ox/red,Capacity/mA.h
6778.948064043361,0.0,0,40.47376752970841
23406.09316920384,1.0,0,39.74161147570033
39865.08697364095,2.0,0,39.17379528775749
56192.51945300783,3.0,0,38.65528398745055
72403.53031043359,4.0,0,38.22607119928745
88519.87145045656,5.0,0,37.87145258509397
104563.7848076159,6.0,0,37.59251943511919
120541.0023805196,7.0,0,37.36190744241255
136467.3864858868,8.0,0,37.19986944368488
152377.0541070411,9.0,0,37.19052658022572
168263.6399245794,10.0,0,37.07739414261921
184120.3717374587,11.0,0,36.88368448532995
199928.7291427627,12.0,0,36.717357590007
215705.4577431171,13.0,0,36.59977968142106
231468.084941268,14.0,0,36.66618926946769
247228.0165389935,15.0,0,36.61086411532756
262972.5861873245,16.0,0,36.54638100313994
278689.4064436486,17.0,0,36.33752617789077
294371.0117262006,18.0,0,36.2246350940616
310031.7138243332,19.0,0,36.23457869504252
325701.8543154337,20.0,0,36.27027108594267
341367.1632101252,21.0,0,36.24041479217237
357020.1845139742,22.0,0,36.10664239612242
372636.5644451188,23.0,0,35.98212522217687
388231.5932389025,24.0,0,35.91291793986007
403824.1846344946,25.0,0,36.0307609624875
419430.6657730322,26.0,0,36.00744699095785
435032.4169150759,27.0,0,35.98432011171899
450612.115473533,28.0,0,35.81164612836289
466166.8746973401,29.0,0,35.72768598229512
481699.8917373475,30.0,0,35.6542040372988
497221.9343855241,31.0,0,35.62121540420281
512729.2294446975,32.0,0,35.57282326111217
528230.7378281206,33.0,0,35.51669434998361
543715.0536757894,34.0,0,35.46749665498012
559191.0265336446,35.0,0,35.41944111454349
574654.5692066895,36.0,0,35.37657984818613
590115.0858834386,37.0,0,35.4283236356273
605577.2029582486,38.0,0,35.38378559901048
621027.0244480893,39.0,0,35.31178535626856
636464.4579530433,40.0,0,35.27679661860265
651898.1858625568,41.0,0,35.31014691805015
667350.7411490232,42.0,0,35.40695990223568
682812.1494246833,43.0,0,35.40902410933688
698271.1995032281,44.0,0,35.36947217963028
713704.8372128122,45.0,0,35.18052236209488
729117.2745483033,46.0,0,35.11956559767155
744521.851493407,47.0,0,35.19459421096638
759937.0018255669,48.0,0,35.19698437861587
775352.5781572163,49.0,0,35.19098063744821
790758.8147003129,50.0,0,35.02784351547757
806129.4570868649,51.0,0,34.93449904093171
821482.7958791442,52.0,0,34.87565619967783
836845.5202753767,53.0,0,34.97722614871556
852210.4826534279,54.0,0,34.97313712961324
867572.1596354768,55.0,0,34.93844026114869
882910.8260456733,56.0,0,34.75487026565163
898221.8406896815,57.0,0,34.68350244969517
913523.867944626,58.0,0,34.64527977709757
928834.4315891572,59.0,0,34.78701046485264
944156.1966200098,60.0,0,34.77623211796348
959467.9116785936,61.0,0,34.68769630928209
974760.7365448064,62.0,0,34.55703355593707
990028.1948420168,63.0,0,34.49965100375785
1005290.961544972,64.0,0,34.61965247390078
1020575.062021817,65.0,0,34.61020717609237
1035855.381703318,66.0,0,34.59666584924952
1051131.099257331,67.0,0,34.46576643826253
1066381.960439481,68.0,0,34.40389280124455
1081619.954040051,69.0,0,34.34646584011544
1096851.73064955,70.0,0,34.33038242374679
1112072.125275274,71.0,0,34.32636249293132
1127291.776502032,72.0,0,34.29674231457306
1142497.416348938,73.0,0,34.21106798052641
1157697.910603181,74.0,0,34.17711826702625
1172888.121272138,75.0,0,34.12275806865945
1188075.73434481,76.0,0,34.18007835286839
1203264.381615953,77.0,0,34.16113332845562
1218446.856090028,78.0,0,34.07373174287071
1233611.917994913,79.0,0,34.00636797501078
1248765.962909658,80.0,0,33.94027347255962
1263912.59283502,81.0,0,34.06709020755514
1279077.552734151,82.0,0,34.06583640677849
1294235.71664298,83.0,0,34.04285133337191
1309386.457168363,84.0,0,33.89384437974079
1324515.378719086,85.0,0,33.82987789982096
1339635.143082783,86.0,0,33.7865438771388
1354759.447440032,87.0,0,33.92258803536858
1369901.867777319,88.0,0,33.96245921530358
1385042.709110886,89.0,0,33.91859494902378
1400160.808077082,90.0,0,33.75750338047713
1415253.753279192,91.0,0,33.67991171548545
1430334.947298102,92.0,0,33.6348890655344
1445431.099295665,93.0,0,33.78832518254348
1460539.806675281,94.0,0,33.76784750071589
1475637.234071009,95.0,0,33.69954343127648
1490705.885507923,96.0,0,33.50200090813282
1505743.882383893,97.0,0,33.45793602049424
1520779.846262723,98.0,0,33.5137723136864
1535827.075530227,99.0,0,33.53520077916846
1550877.305388775,100.0,0,33.5327345019468
1565915.554864459,101.0,0,33.37626852663375
1580916.37699363,102.0,0,33.26068438951325
1595899.445748132,103.0,0,33.17337738613934
1610868.408722918,104.0,0,33.32144316080904
1625866.925655346,105.0,0,33.3112296002036
1640864.333189402,106.0,0,33.30518857686785
1655853.730334975,107.0,0,33.11000216239469
1670804.399735928,108.0,0,33.04688199755901
1685741.745155848,109.0,0,32.97824684869254
1700661.34379752,110.0,0,32.93396534984676
