time/s,cycle number,ox/red,Ewe/V,I/mA,Capacity/mA.h
6478.380667682388,0.0,0,3.0000176,-90.005455,35.53421917888683
22496.03738016469,1.0,0,3.0000176,-90.008644,34.23352049349796
38250.25437242325,2.0,0,3.0000939,-90.0131,33.32803503108719
53827.36985039769,3.0,0,3.0000367,-90.009277,32.72731222793072
69281.8198351243,4.0,0,2.9999793,-90.006729,32.31167452005597
84667.79794788582,5.0,0,3.0000749,-90.008003,32.22121235891173
100010.3876709938,6.0,0,3.0001321,-89.994621,32.06959932462568
115309.4218043624,7.0,0,2.999922,-90.012466,31.7891650911882
130560.4487491699,8.0,0,3.0000176,-90.011185,31.60870696270835
145771.6758610359,9.0,0,3.0000176,-90.006729,31.43520214339108
160946.6419672302,10.0,0,2.9999793,-90.012466,31.36526137435192
176128.8844745625,11.0,0,2.9999411,-90.001625,31.49226453007636
191307.5507813324,12.0,0,2.9999411,-90.008003,31.44771278960162
206462.2590843579,13.0,0,3.0000939,-90.008644,31.30953910837555
221602.6513851406,14.0,0,2.9999602,-90.0131,31.22808981972335
236724.8880830903,15.0,0,3.0000749,-90.013741,31.1870786242455
251848.6159812682,16.0,0,3.0000749,-90.002274,31.18108741659756
266971.5607271743,17.0,0,3.0000939,-89.997803,31.34579970789288
282110.5240141354,18.0,0,3.0000558,-90.012466,31.2771273329934
297228.2633169014,19.0,0,3.0000558,-90.014374,31.13203234013491
312318.7344399933,20.0,0,3.0000558,-90.008644,31.04366723741153
327404.0283669373,21.0,0,3.000113,-90.014374,31.07727034914143
342508.2868797448,22.0,0,2.9999793,-90.000359,31.21932133461674
357627.9485810697,23.0,0,3.0000176,-90.000359,31.28700768557315
372735.6090913322,24.0,0,2.9999602,-90.011185,31.16909723485391
387835.2892075535,25.0,0,3.0000749,-90.0131,31.1015269780778
402921.7011336498,26.0,0,2.9999602,-90.013741,31.0146292093408
417984.3360774522,27.0,0,2.9999793,-90.005455,31.02464503181665
433056.1916144048,28.0,0,3.0000558,-90.00354,31.10935067943151
448130.5661494788,29.0,0,2.9999986,-89.999084,31.01862725271178
463170.7163100499,30.0,0,3.0000367,-90.015007,30.8350889477395
478193.1636838196,31.0,0,2.999922,-90.011833,30.66348950949947
493188.2496779502,32.0,0,2.9999411,-90.006729,30.51056964367973
508172.2238803832,33.0,0,3.0000176,-90.006096,30.68431093843333
523175.0676687555,34.0,0,3.0000176,-90.000992,30.78901973279656
